Days_Count,population,Area,Density,count
6,9,5.0,1.8,116
7,8,5.0,1.6,136
8,8,5.0,1.6,154
9,8,5.0,1.6,171
10,7,5.0,1.4,184
11,7,5.0,1.4,191
12,5,5.0,1.0,198
13,5,5.0,1.0,203
14,5,5.0,1.0,216
15,4,5.0,0.8,224
16,3,5.0,0.6,234
17,3,5.0,0.6,243
18,3,5.0,0.6,253
19,3,5.0,0.6,267
20,2,5.0,0.4,277
21,2,5.0,0.4,286
22,1,5.0,0.2,293
23,1,5.0,0.2,297
24,1,5.0,0.2,299
1,10,5.0,2.0,0
2,10,5.0,2.0,55
3,10,5.0,2.0,81
4,10,5.0,2.0,119
5,8,5.0,1.6,147
6,8,5.0,1.6,163
7,7,5.0,1.4,178
8,7,5.0,1.4,203
9,7,5.0,1.4,218
10,7,5.0,1.4,236
11,6,5.0,1.2,257
12,5,5.0,1.0,279
13,5,5.0,1.0,302
14,5,5.0,1.0,337
15,4,5.0,0.8,356
16,4,5.0,0.8,369
17,3,5.0,0.6,380
18,3,5.0,0.6,389
19,3,5.0,0.6,398
20,3,5.0,0.6,413
21,2,5.0,0.4,420
22,2,5.0,0.4,425
23,2,5.0,0.4,428
24,2,5.0,0.4,430
1,10,5.0,2.0,0
2,10,5.0,2.0,45
3,10,5.0,2.0,71
4,9,5.0,1.8,109
5,9,5.0,1.8,135
6,9,5.0,1.8,152
7,9,5.0,1.8,168
8,9,5.0,1.8,195
9,9,5.0,1.8,212
10,8,5.0,1.6,232
11,8,5.0,1.6,255
12,8,5.0,1.6,279
13,7,5.0,1.4,299
14,7,5.0,1.4,338
15,6,5.0,1.2,357
16,6,5.0,1.2,369
17,6,5.0,1.2,380
18,5,5.0,1.0,394
19,5,5.0,1.0,405
20,5,5.0,1.0,418
21,3,5.0,0.6,425
22,2,5.0,0.4,430
23,2,5.0,0.4,433
24,1,5.0,0.2,434
1,10,5.0,2.0,0
2,9,5.0,1.8,45
3,9,5.0,1.8,69
4,9,5.0,1.8,106
5,9,5.0,1.8,135
6,8,5.0,1.6,150
7,8,5.0,1.6,165
8,7,5.0,1.4,190
9,7,5.0,1.4,218
10,7,5.0,1.4,238
11,6,5.0,1.2,260
12,6,5.0,1.2,286
13,5,5.0,1.0,307
14,5,5.0,1.0,344
15,4,5.0,0.8,360
16,4,5.0,0.8,372
17,4,5.0,0.8,383
18,3,5.0,0.6,392
19,3,5.0,0.6,399
20,3,5.0,0.6,411
21,3,5.0,0.6,423
22,2,5.0,0.4,427
23,2,5.0,0.4,431
24,1,5.0,0.2,433
1,10,5.0,2.0,45
2,10,5.0,2.0,73
3,10,5.0,2.0,109
4,9,5.0,1.8,136
5,9,5.0,1.8,153
6,8,5.0,1.6,170
7,8,5.0,1.6,200
8,7,5.0,1.4,220
9,6,5.0,1.2,239
10,5,5.0,1.0,260
11,5,5.0,1.0,285
12,5,5.0,1.0,306
13,5,5.0,1.0,343
14,4,5.0,0.8,362
15,4,5.0,0.8,374
16,3,5.0,0.6,385
17,3,5.0,0.6,395
18,2,5.0,0.4,403
19,2,5.0,0.4,416
20,1,5.0,0.2,427
21,1,5.0,0.2,433
22,1,5.0,0.2,438
23,1,5.0,0.2,439
1,10,5.0,2.0,6
2,10,5.0,2.0,64
3,10,5.0,2.0,88
4,9,5.0,1.8,127
5,9,5.0,1.8,155
6,8,5.0,1.6,172
7,7,5.0,1.4,188
8,6,5.0,1.2,213
9,5,5.0,1.0,232
10,5,5.0,1.0,252
11,5,5.0,1.0,276
12,5,5.0,1.0,299
13,5,5.0,1.0,318
14,5,5.0,1.0,350
15,4,5.0,0.8,368
16,4,5.0,0.8,380
17,3,5.0,0.6,390
18,3,5.0,0.6,400
19,2,5.0,0.4,407
20,2,5.0,0.4,420
21,1,5.0,0.2,427
22,1,5.0,0.2,431
23,1,5.0,0.2,434
24,1,5.0,0.2,436
1,10,5.0,2.0,0
2,10,5.0,2.0,10
3,10,5.0,2.0,55
4,10,5.0,2.0,80
5,9,5.0,1.8,116
6,9,5.0,1.8,140
7,9,5.0,1.8,155
8,7,5.0,1.4,170
9,7,5.0,1.4,193
10,7,5.0,1.4,210
11,7,5.0,1.4,227
12,6,5.0,1.2,250
13,6,5.0,1.2,273
14,6,5.0,1.2,297
15,5,5.0,1.0,332
16,4,5.0,0.8,344
17,4,5.0,0.8,352
18,3,5.0,0.6,362
19,3,5.0,0.6,369
20,3,5.0,0.6,376
21,2,5.0,0.4,392
22,2,5.0,0.4,400
23,2,5.0,0.4,405
24,2,5.0,0.4,407
25,1,5.0,0.2,407
1,10,5.0,2.0,0
2,9,5.0,1.8,50
3,9,5.0,1.8,70
4,8,5.0,1.6,105
5,8,5.0,1.6,131
6,8,5.0,1.6,146
7,7,5.0,1.4,159
8,5,5.0,1.0,179
9,5,5.0,1.0,193
10,5,5.0,1.0,209
11,5,5.0,1.0,230
12,5,5.0,1.0,251
13,5,5.0,1.0,270
14,4,5.0,0.8,305
15,3,5.0,0.6,320
16,3,5.0,0.6,331
17,2,5.0,0.4,342
18,2,5.0,0.4,350
19,2,5.0,0.4,356
20,2,5.0,0.4,371
21,2,5.0,0.4,379
22,2,5.0,0.4,384
23,2,5.0,0.4,386
24,1,5.0,0.2,388
25,1,5.0,0.2,390
26,1,5.0,0.2,391
1,10,5.0,2.0,0
2,10,5.0,2.0,36
3,10,5.0,2.0,52
4,9,5.0,1.8,68
5,9,5.0,1.8,81
6,8,5.0,1.6,92
7,8,5.0,1.6,107
8,8,5.0,1.6,122
9,7,5.0,1.4,138
10,6,5.0,1.2,154
11,5,5.0,1.0,166
12,5,5.0,1.0,169
13,5,5.0,1.0,173
14,5,5.0,1.0,178
15,4,5.0,0.8,200
16,3,5.0,0.6,207
17,3,5.0,0.6,217
18,3,5.0,0.6,226
19,3,5.0,0.6,237
20,3,5.0,0.6,249
21,2,5.0,0.4,257
22,2,5.0,0.4,268
23,2,5.0,0.4,277
24,2,5.0,0.4,284
25,2,5.0,0.4,289
26,1,5.0,0.2,292
27,1,5.0,0.2,294
1,10,5.0,2.0,0
2,10,5.0,2.0,54
3,10,5.0,2.0,76
4,10,5.0,2.0,116
5,9,5.0,1.8,144
6,9,5.0,1.8,160
7,8,5.0,1.6,175
8,7,5.0,1.4,197
9,7,5.0,1.4,212
10,6,5.0,1.2,229
11,6,5.0,1.2,251
12,6,5.0,1.2,274
13,5,5.0,1.0,297
14,5,5.0,1.0,331
15,4,5.0,0.8,350
16,4,5.0,0.8,362
17,3,5.0,0.6,374
18,3,5.0,0.6,383
19,2,5.0,0.4,393
20,2,5.0,0.4,407
21,1,5.0,0.2,415
22,1,5.0,0.2,420
23,1,5.0,0.2,423
24,1,5.0,0.2,424
25,1,5.0,0.2,424
1,1,1.0,1.0,0
2,1,1.0,1.0,0
3,1,1.0,1.0,2
4,1,1.0,1.0,6
5,1,1.0,1.0,8
6,1,1.0,1.0,14
7,1,1.0,1.0,19
8,1,1.0,1.0,26
9,1,1.0,1.0,32
10,1,1.0,1.0,41
11,1,1.0,1.0,48
12,1,1.0,1.0,54
13,1,1.0,1.0,58
14,1,1.0,1.0,63
15,1,1.0,1.0,67
16,1,1.0,1.0,74
1,1,1.0,1.0,0
2,1,1.0,1.0,2
3,1,1.0,1.0,4
4,1,1.0,1.0,5
5,1,1.0,1.0,9
6,1,1.0,1.0,10
7,1,1.0,1.0,10
8,1,1.0,1.0,11
9,1,1.0,1.0,12
10,1,1.0,1.0,14
11,1,1.0,1.0,15
12,1,1.0,1.0,15
13,1,1.0,1.0,16
14,1,1.0,1.0,20
15,1,1.0,1.0,23
16,1,1.0,1.0,25
1,1,1.0,1.0,0
2,1,1.0,1.0,2
3,1,1.0,1.0,7
4,1,1.0,1.0,11
5,1,1.0,1.0,14
6,1,1.0,1.0,16
7,1,1.0,1.0,19
8,1,1.0,1.0,19
9,1,1.0,1.0,19
1,1,1.0,1.0,20
1,1,1.0,1.0,0
2,1,1.0,1.0,1
3,1,1.0,1.0,3
4,1,1.0,1.0,8
5,1,1.0,1.0,10
6,1,1.0,1.0,15
7,1,1.0,1.0,20
8,1,1.0,1.0,24
9,1,1.0,1.0,26
10,1,1.0,1.0,26
1,1,1.0,1.0,0
2,1,1.0,1.0,1
3,1,1.0,1.0,4
4,1,1.0,1.0,7
5,1,1.0,1.0,7
6,1,1.0,1.0,9
7,1,1.0,1.0,11
8,1,1.0,1.0,11
9,1,1.0,1.0,11
10,1,1.0,1.0,11
11,1,1.0,1.0,11
12,1,1.0,1.0,11
13,1,1.0,1.0,11
1,1,1.0,1.0,0
2,1,1.0,1.0,2
3,1,1.0,1.0,8
4,1,1.0,1.0,11
5,1,1.0,1.0,12
6,1,1.0,1.0,16
7,1,1.0,1.0,17
8,1,1.0,1.0,19
9,1,1.0,1.0,24
10,1,1.0,1.0,30
11,1,1.0,1.0,37
12,1,1.0,1.0,42
13,1,1.0,1.0,44
14,1,1.0,1.0,47
15,1,1.0,1.0,48
16,1,1.0,1.0,56
17,1,1.0,1.0,61
18,1,1.0,1.0,61
19,1,1.0,1.0,61
1,1,1.0,1.0,1
2,1,1.0,1.0,2
3,1,1.0,1.0,6
4,1,1.0,1.0,10
5,1,1.0,1.0,11
6,1,1.0,1.0,11
7,1,1.0,1.0,11
8,1,1.0,1.0,13
9,1,1.0,1.0,13
10,1,1.0,1.0,15
11,1,1.0,1.0,16
12,1,1.0,1.0,20
13,1,1.0,1.0,25
14,1,1.0,1.0,30
15,1,1.0,1.0,32
16,1,1.0,1.0,37
17,1,1.0,1.0,40
18,1,1.0,1.0,44
1,1,1.0,1.0,0
1,1,1.0,1.0,0
2,1,1.0,1.0,2
3,1,1.0,1.0,6
4,1,1.0,1.0,12
1,1,1.0,1.0,1
2,1,1.0,1.0,3
3,1,1.0,1.0,8
4,1,1.0,1.0,11
5,1,1.0,1.0,14
6,1,1.0,1.0,21
7,1,1.0,1.0,24
8,1,1.0,1.0,27
9,1,1.0,1.0,30
10,1,1.0,1.0,32
11,1,1.0,1.0,32
12,1,1.0,1.0,32
13,1,1.0,1.0,32
14,1,1.0,1.0,32
1,1,1.0,1.0,0
2,1,1.0,1.0,1
3,1,1.0,1.0,2
4,1,1.0,1.0,4
5,1,1.0,1.0,5
6,1,1.0,1.0,9
7,1,1.0,1.0,12
8,1,1.0,1.0,15
9,1,1.0,1.0,19
10,1,1.0,1.0,20
11,1,1.0,1.0,22
12,1,1.0,1.0,28
13,1,1.0,1.0,31
14,1,1.0,1.0,35
15,1,1.0,1.0,39
16,1,1.0,1.0,47
17,1,1.0,1.0,52
18,1,1.0,1.0,55
19,1,1.0,1.0,57
1,1,1.0,1.0,1
2,1,1.0,1.0,4
3,1,1.0,1.0,10
4,1,1.0,1.0,20
5,1,1.0,1.0,22
1,1,1.0,1.0,0
2,1,1.0,1.0,1
3,1,1.0,1.0,5
4,1,1.0,1.0,10
5,1,1.0,1.0,14
1,1,1.0,1.0,0
2,1,1.0,1.0,2
3,1,1.0,1.0,6
4,1,1.0,1.0,10
5,1,1.0,1.0,12
6,1,1.0,1.0,17
7,1,1.0,1.0,22
8,1,1.0,1.0,27
9,1,1.0,1.0,31
10,1,1.0,1.0,34
11,1,1.0,1.0,34
1,1,1.0,1.0,1
2,1,1.0,1.0,4
3,1,1.0,1.0,9
4,1,1.0,1.0,10
5,1,1.0,1.0,13
6,1,1.0,1.0,17
7,1,1.0,1.0,18
8,1,1.0,1.0,22
9,1,1.0,1.0,25
10,1,1.0,1.0,28
11,1,1.0,1.0,32
12,1,1.0,1.0,38
13,1,1.0,1.0,44
14,1,1.0,1.0,44
15,1,1.0,1.0,45
16,1,1.0,1.0,47
17,1,1.0,1.0,50
18,1,1.0,1.0,51
19,1,1.0,1.0,51
20,1,1.0,1.0,51
1,1,1.0,1.0,0
2,1,1.0,1.0,1
3,1,1.0,1.0,5
4,1,1.0,1.0,10
5,1,1.0,1.0,14
6,1,1.0,1.0,21
7,1,1.0,1.0,28
8,1,1.0,1.0,35
9,1,1.0,1.0,43
10,1,1.0,1.0,51
11,1,1.0,1.0,58
12,1,1.0,1.0,66
13,1,1.0,1.0,72
14,1,1.0,1.0,73
1,1,1.0,1.0,3
2,1,1.0,1.0,8
3,1,1.0,1.0,16
4,1,1.0,1.0,25
5,1,1.0,1.0,30
6,1,1.0,1.0,38
7,1,1.0,1.0,43
8,1,1.0,1.0,45
9,1,1.0,1.0,49
10,1,1.0,1.0,49
1,1,1.0,1.0,0
2,1,1.0,1.0,0
3,1,1.0,1.0,0
4,1,1.0,1.0,0
5,1,1.0,1.0,1
6,1,1.0,1.0,2
7,1,1.0,1.0,4
8,1,1.0,1.0,5
9,1,1.0,1.0,6
10,1,1.0,1.0,8
11,1,1.0,1.0,10
12,1,1.0,1.0,11
13,1,1.0,1.0,13
14,1,1.0,1.0,16
15,1,1.0,1.0,18
16,1,1.0,1.0,22
17,1,1.0,1.0,25
18,1,1.0,1.0,30
19,1,1.0,1.0,30
1,1,1.0,1.0,1
2,1,1.0,1.0,4
3,1,1.0,1.0,6
4,1,1.0,1.0,7
5,1,1.0,1.0,8
6,1,1.0,1.0,8
7,1,1.0,1.0,8
8,1,1.0,1.0,8
9,1,1.0,1.0,8
1,1,1.0,1.0,1
2,1,1.0,1.0,4
3,1,1.0,1.0,6
4,1,1.0,1.0,7
5,1,1.0,1.0,8
6,1,1.0,1.0,8
7,1,1.0,1.0,8
8,1,1.0,1.0,8
9,1,1.0,1.0,8
1,1,1.0,1.0,2
2,1,1.0,1.0,6
3,1,1.0,1.0,13
4,1,1.0,1.0,14
5,1,1.0,1.0,17
6,1,1.0,1.0,17
7,1,1.0,1.0,18
8,1,1.0,1.0,18
9,1,1.0,1.0,18
10,1,1.0,1.0,18
11,1,1.0,1.0,20
12,1,1.0,1.0,21
13,1,1.0,1.0,22
1,1,1.0,1.0,0
2,1,1.0,1.0,0
3,1,1.0,1.0,1
4,1,1.0,1.0,3
5,1,1.0,1.0,6
6,1,1.0,1.0,8
7,1,1.0,1.0,10
8,1,1.0,1.0,14
9,1,1.0,1.0,14
1,1,1.0,1.0,2
2,1,1.0,1.0,8
3,1,1.0,1.0,12
4,1,1.0,1.0,18
5,1,1.0,1.0,24
6,1,1.0,1.0,24
7,1,1.0,1.0,25
8,1,1.0,1.0,25
1,1,1.0,1.0,0
2,1,1.0,1.0,1
3,1,1.0,1.0,7
4,1,1.0,1.0,9
5,1,1.0,1.0,18
6,1,1.0,1.0,26
7,1,1.0,1.0,32
8,1,1.0,1.0,37
9,1,1.0,1.0,38
10,1,1.0,1.0,39
11,1,1.0,1.0,39
12,1,1.0,1.0,39
13,1,1.0,1.0,41
14,1,1.0,1.0,44
15,1,1.0,1.0,50
16,1,1.0,1.0,55
17,1,1.0,1.0,59
18,1,1.0,1.0,61
1,5,5.0,1.0,7
2,5,5.0,1.0,28
3,5,5.0,1.0,55
4,4,5.0,0.8,90
5,4,5.0,0.8,126
6,3,5.0,0.6,148
7,3,5.0,0.6,162
8,3,5.0,0.6,167
9,3,5.0,0.6,182
10,3,5.0,0.6,194
11,3,5.0,0.6,206
12,3,5.0,0.6,221
13,3,5.0,0.6,228
14,3,5.0,0.6,231
15,2,5.0,0.4,232
16,1,5.0,0.2,232
17,0,5.0,0.0,234
1,5,5.0,1.0,4
2,5,5.0,1.0,18
3,5,5.0,1.0,44
4,5,5.0,1.0,73
5,5,5.0,1.0,98
6,4,5.0,0.8,122
7,3,5.0,0.6,140
8,3,5.0,0.6,158
9,3,5.0,0.6,177
10,3,5.0,0.6,187
11,3,5.0,0.6,192
12,2,5.0,0.4,194
13,2,5.0,0.4,197
14,2,5.0,0.4,200
15,2,5.0,0.4,201
16,2,5.0,0.4,201
17,2,5.0,0.4,203
18,2,5.0,0.4,203
19,2,5.0,0.4,206
20,1,5.0,0.2,207
21,1,5.0,0.2,207
22,1,5.0,0.2,207
23,1,5.0,0.2,207
1,5,5.0,1.0,7
2,5,5.0,1.0,16
3,5,5.0,1.0,29
4,5,5.0,1.0,42
5,5,5.0,1.0,57
6,5,5.0,1.0,64
7,5,5.0,1.0,77
8,5,5.0,1.0,96
9,5,5.0,1.0,116
10,5,5.0,1.0,134
11,5,5.0,1.0,143
12,5,5.0,1.0,149
13,5,5.0,1.0,153
14,3,5.0,0.6,156
15,3,5.0,0.6,158
16,2,5.0,0.4,158
17,2,5.0,0.4,161
18,2,5.0,0.4,163
19,2,5.0,0.4,164
20,2,5.0,0.4,165
21,2,5.0,0.4,167
22,2,5.0,0.4,168
23,1,5.0,0.2,170
24,1,5.0,0.2,171
25,1,5.0,0.2,172
26,1,5.0,0.2,173
27,1,5.0,0.2,177
28,1,5.0,0.2,180
29,1,5.0,0.2,180
1,6,5.0,1.2,6
2,5,5.0,1.0,22
3,5,5.0,1.0,42
4,5,5.0,1.0,77
5,5,5.0,1.0,105
6,5,5.0,1.0,135
7,5,5.0,1.0,162
8,4,5.0,0.8,178
9,4,5.0,0.8,187
10,4,5.0,0.8,200
11,4,5.0,0.8,209
12,3,5.0,0.6,210
13,2,5.0,0.4,215
14,2,5.0,0.4,220
15,2,5.0,0.4,224
16,2,5.0,0.4,226
17,2,5.0,0.4,226
18,2,5.0,0.4,227
19,2,5.0,0.4,230
20,2,5.0,0.4,232
21,1,5.0,0.2,232
1,5,5.0,1.0,4
2,5,5.0,1.0,20
3,5,5.0,1.0,41
4,4,5.0,0.8,73
5,4,5.0,0.8,98
6,4,5.0,0.8,122
7,4,5.0,0.8,138
8,4,5.0,0.8,160
9,4,5.0,0.8,185
10,4,5.0,0.8,215
11,4,5.0,0.8,230
12,4,5.0,0.8,238
13,4,5.0,0.8,246
14,3,5.0,0.6,251
15,3,5.0,0.6,254
16,2,5.0,0.4,257
17,2,5.0,0.4,259
18,2,5.0,0.4,261
19,2,5.0,0.4,262
20,1,5.0,0.2,262
1,5,5.0,1.0,4
2,5,5.0,1.0,17
3,5,5.0,1.0,38
4,5,5.0,1.0,62
5,5,5.0,1.0,85
6,5,5.0,1.0,111
7,4,5.0,0.8,135
8,4,5.0,0.8,164
9,4,5.0,0.8,189
10,3,5.0,0.6,215
11,3,5.0,0.6,234
12,3,5.0,0.6,251
13,3,5.0,0.6,264
14,3,5.0,0.6,279
15,2,5.0,0.4,284
16,2,5.0,0.4,286
17,2,5.0,0.4,289
18,2,5.0,0.4,289
19,2,5.0,0.4,290
20,2,5.0,0.4,290
21,1,5.0,0.2,291
22,1,5.0,0.2,291
23,1,5.0,0.2,292
24,1,5.0,0.2,292
25,1,5.0,0.2,292
26,1,5.0,0.2,292
27,1,5.0,0.2,292
1,5,5.0,1.0,4
2,5,5.0,1.0,14
3,5,5.0,1.0,37
4,5,5.0,1.0,57
5,5,5.0,1.0,80
6,5,5.0,1.0,99
7,5,5.0,1.0,127
8,5,5.0,1.0,155
9,5,5.0,1.0,195
10,5,5.0,1.0,218
11,5,5.0,1.0,241
12,5,5.0,1.0,257
13,5,5.0,1.0,281
14,5,5.0,1.0,302
15,5,5.0,1.0,322
16,4,5.0,0.8,343
17,4,5.0,0.8,356
18,3,5.0,0.6,366
19,3,5.0,0.6,380
20,3,5.0,0.6,386
21,3,5.0,0.6,389
22,2,5.0,0.4,391
23,1,5.0,0.2,391
24,1,5.0,0.2,391
25,1,5.0,0.2,391
1,5,5.0,1.0,398
2,5,5.0,1.0,414
3,4,5.0,0.8,432
4,4,5.0,0.8,445
5,4,5.0,0.8,452
6,4,5.0,0.8,457
7,4,5.0,0.8,468
8,3,5.0,0.6,477
9,3,5.0,0.6,485
10,3,5.0,0.6,491
11,3,5.0,0.6,497
12,1,5.0,0.2,503
1,5,5.0,1.0,512
2,5,5.0,1.0,530
3,5,5.0,1.0,567
4,5,5.0,1.0,605
5,5,5.0,1.0,636
6,5,5.0,1.0,663
7,5,5.0,1.0,686
8,5,5.0,1.0,705
9,4,5.0,0.8,710
10,4,5.0,0.8,715
11,4,5.0,0.8,723
12,4,5.0,0.8,729
13,4,5.0,0.8,732
14,4,5.0,0.8,735
15,3,5.0,0.6,739
16,2,5.0,0.4,746
17,2,5.0,0.4,751
18,2,5.0,0.4,751
19,2,5.0,0.4,751
1,5,5.0,1.0,7
2,5,5.0,1.0,24
3,5,5.0,1.0,56
4,5,5.0,1.0,81
5,4,5.0,0.8,104
6,4,5.0,0.8,131
7,4,5.0,0.8,157
8,4,5.0,0.8,186
9,4,5.0,0.8,213
10,4,5.0,0.8,243
11,3,5.0,0.6,268
12,3,5.0,0.6,283
13,3,5.0,0.6,296
14,3,5.0,0.6,306
15,3,5.0,0.6,306
16,2,5.0,0.4,308
17,2,5.0,0.4,309
18,2,5.0,0.4,313
19,1,5.0,0.2,313
1,5,5.0,1.0,7
2,5,5.0,1.0,21
3,5,5.0,1.0,43
4,5,5.0,1.0,66
5,5,5.0,1.0,82
6,3,5.0,0.6,106
7,3,5.0,0.6,136
8,3,5.0,0.6,151
9,3,5.0,0.6,165
10,3,5.0,0.6,175
11,3,5.0,0.6,181
12,2,5.0,0.4,188
13,2,5.0,0.4,190
14,1,5.0,0.2,190
15,1,5.0,0.2,190
16,1,5.0,0.2,190
17,1,5.0,0.2,190
18,1,5.0,0.2,190
19,1,5.0,0.2,190
1,5,5.0,1.0,15
2,5,5.0,1.0,38
3,5,5.0,1.0,68
4,5,5.0,1.0,99
5,5,5.0,1.0,127
6,5,5.0,1.0,154
7,5,5.0,1.0,177
8,5,5.0,1.0,203
9,3,5.0,0.6,225
10,3,5.0,0.6,241
11,3,5.0,0.6,250
12,3,5.0,0.6,252
13,3,5.0,0.6,256
14,2,5.0,0.4,259
15,2,5.0,0.4,261
16,2,5.0,0.4,265
17,2,5.0,0.4,270
18,2,5.0,0.4,271
19,2,5.0,0.4,275
20,2,5.0,0.4,277
21,2,5.0,0.4,279
22,2,5.0,0.4,279
1,5,5.0,1.0,6
2,5,5.0,1.0,22
3,5,5.0,1.0,48
4,5,5.0,1.0,73
5,5,5.0,1.0,93
6,5,5.0,1.0,114
7,5,5.0,1.0,125
8,5,5.0,1.0,143
9,4,5.0,0.8,154
10,4,5.0,0.8,166
11,4,5.0,0.8,178
12,4,5.0,0.8,186
13,4,5.0,0.8,189
14,3,5.0,0.6,189
15,3,5.0,0.6,189
16,1,5.0,0.2,189
1,5,5.0,1.0,12
2,5,5.0,1.0,26
3,5,5.0,1.0,40
4,5,5.0,1.0,60
5,5,5.0,1.0,81
6,5,5.0,1.0,103
7,4,5.0,0.8,126
8,4,5.0,0.8,152
9,4,5.0,0.8,173
10,4,5.0,0.8,188
11,3,5.0,0.6,204
12,3,5.0,0.6,219
13,3,5.0,0.6,232
14,3,5.0,0.6,232
15,2,5.0,0.4,235
16,2,5.0,0.4,235
17,2,5.0,0.4,238
18,2,5.0,0.4,240
19,2,5.0,0.4,245
20,2,5.0,0.4,251
21,2,5.0,0.4,256
22,2,5.0,0.4,257
23,2,5.0,0.4,257
24,2,5.0,0.4,257
1,5,5.0,1.0,6
2,5,5.0,1.0,15
3,5,5.0,1.0,20
4,5,5.0,1.0,26
5,5,5.0,1.0,36
6,5,5.0,1.0,47
7,4,5.0,0.8,59
8,4,5.0,0.8,67
9,4,5.0,0.8,71
10,3,5.0,0.6,72
11,1,5.0,0.2,72
12,1,5.0,0.2,72
13,1,5.0,0.2,72
14,1,5.0,0.2,72
1,5,5.0,1.0,5
2,5,5.0,1.0,28
3,5,5.0,1.0,50
4,5,5.0,1.0,74
5,5,5.0,1.0,98
6,5,5.0,1.0,124
7,4,5.0,0.8,153
8,4,5.0,0.8,173
9,4,5.0,0.8,194
10,4,5.0,0.8,214
11,4,5.0,0.8,225
12,3,5.0,0.6,232
13,3,5.0,0.6,238
14,3,5.0,0.6,245
15,3,5.0,0.6,253
16,1,5.0,0.2,257
17,1,5.0,0.2,259
18,1,5.0,0.2,259
19,1,5.0,0.2,261
20,1,5.0,0.2,265
21,1,5.0,0.2,268
22,1,5.0,0.2,272
23,1,5.0,0.2,272
1,5,5.0,1.0,2
2,5,5.0,1.0,12
3,5,5.0,1.0,24
4,5,5.0,1.0,40
5,5,5.0,1.0,56
6,4,5.0,0.8,67
7,4,5.0,0.8,81
8,4,5.0,0.8,100
9,3,5.0,0.6,114
10,3,5.0,0.6,126
11,3,5.0,0.6,138
12,3,5.0,0.6,148
13,3,5.0,0.6,155
14,3,5.0,0.6,164
15,3,5.0,0.6,176
16,3,5.0,0.6,184
17,3,5.0,0.6,187
18,3,5.0,0.6,187
19,2,5.0,0.4,191
20,2,5.0,0.4,193
21,2,5.0,0.4,194
22,2,5.0,0.4,194
23,1,5.0,0.2,194
24,1,5.0,0.2,194
25,1,5.0,0.2,194
1,5,5.0,1.0,3
2,5,5.0,1.0,10
3,5,5.0,1.0,19
4,5,5.0,1.0,37
5,5,5.0,1.0,53
6,5,5.0,1.0,73
7,5,5.0,1.0,100
8,5,5.0,1.0,125
9,5,5.0,1.0,143
10,3,5.0,0.6,147
11,2,5.0,0.4,152
12,2,5.0,0.4,155
13,2,5.0,0.4,155
14,2,5.0,0.4,156
15,1,5.0,0.2,158
16,1,5.0,0.2,158
17,1,5.0,0.2,159
18,1,5.0,0.2,161
19,1,5.0,0.2,162
20,1,5.0,0.2,162
21,1,5.0,0.2,164
1,5,5.0,1.0,2
2,5,5.0,1.0,18
3,5,5.0,1.0,37
4,5,5.0,1.0,59
5,5,5.0,1.0,85
6,5,5.0,1.0,106
7,5,5.0,1.0,123
8,5,5.0,1.0,129
9,3,5.0,0.6,132
10,2,5.0,0.4,135
11,2,5.0,0.4,138
12,1,5.0,0.2,139
13,1,5.0,0.2,139
14,1,5.0,0.2,140
1,5,5.0,1.0,14
2,5,5.0,1.0,32
3,5,5.0,1.0,47
4,5,5.0,1.0,63
5,5,5.0,1.0,78
6,5,5.0,1.0,94
7,5,5.0,1.0,103
8,4,5.0,0.8,113
9,4,5.0,0.8,122
10,4,5.0,0.8,129
11,3,5.0,0.6,137
12,3,5.0,0.6,139
13,3,5.0,0.6,143
14,3,5.0,0.6,151
15,3,5.0,0.6,154
16,2,5.0,0.4,158
17,1,5.0,0.2,160
18,1,5.0,0.2,162
19,1,5.0,0.2,164
20,1,5.0,0.2,164
21,1,5.0,0.2,166
22,1,5.0,0.2,166
23,1,5.0,0.2,168
24,1,5.0,0.2,169
25,1,5.0,0.2,169
1,5,5.0,1.0,6
2,5,5.0,1.0,19
3,5,5.0,1.0,39
4,5,5.0,1.0,62
5,5,5.0,1.0,89
6,5,5.0,1.0,123
7,5,5.0,1.0,151
8,4,5.0,0.8,169
9,4,5.0,0.8,175
10,4,5.0,0.8,175
11,4,5.0,0.8,178
12,3,5.0,0.6,180
13,3,5.0,0.6,180
14,3,5.0,0.6,182
15,3,5.0,0.6,182
16,3,5.0,0.6,184
17,2,5.0,0.4,186
18,2,5.0,0.4,187
19,1,5.0,0.2,189
20,1,5.0,0.2,189
1,5,5.0,1.0,3
2,5,5.0,1.0,20
3,5,5.0,1.0,40
4,4,5.0,0.8,55
5,4,5.0,0.8,83
6,4,5.0,0.8,113
7,3,5.0,0.6,144
8,3,5.0,0.6,158
9,3,5.0,0.6,166
10,2,5.0,0.4,170
11,1,5.0,0.2,174
12,1,5.0,0.2,176
13,1,5.0,0.2,179
14,1,5.0,0.2,185
15,1,5.0,0.2,191
16,1,5.0,0.2,197
17,1,5.0,0.2,199
18,1,5.0,0.2,202
19,1,5.0,0.2,205
20,1,5.0,0.2,205
1,5,5.0,1.0,5
2,5,5.0,1.0,10
3,5,5.0,1.0,16
4,5,5.0,1.0,25
5,4,5.0,0.8,39
6,4,5.0,0.8,52
7,4,5.0,0.8,71
8,4,5.0,0.8,88
9,4,5.0,0.8,98
10,2,5.0,0.4,108
11,2,5.0,0.4,119
12,2,5.0,0.4,125
